
Period 1:
============================================================================================================================================
Demand ID    | Src -> Dst                              | Required (Gbps)  | Allocated (Gbps)  | Deficit (Gbps)  | Status            
21           | Hamburg <-> Dortmund                    | 1122.4           | 1140.0            | 0.0             | OK                
22           | Hamburg <-> Duesseldorf                 | 1763.7           | 1430.0            | 333.7           | Underprovisioned  
23           | Hamburg <-> Leipzig                     | 1571.3           | 1600.0            | 0.0             | OK                
24           | Hamburg <-> Koeln                       | 769.6            | 770.0             | 0.0             | OK                
25           | Hamburg <-> Frankfurt                   | 5644.0           | 3680.0            | 1964.0          | Underprovisioned  
26           | Hamburg <-> Nuernberg                   | 2918.2           | 1930.0            | 988.2           | Underprovisioned  
27           | Hamburg <-> Mannheim                    | 641.4            | 440.0             | 201.4           | Underprovisioned  
28           | Hamburg <-> Karlsruhe                   | 320.7            | 220.0             | 100.7           | Underprovisioned  
29           | Hamburg <-> Stuttgart                   | 2501.3           | 1620.0            | 881.3           | Underprovisioned  
30           | Hamburg <-> Ulm                         | 320.7            | 180.0             | 140.7           | Underprovisioned  
31           | Hamburg <-> Muenchen                    | 3046.5           | 1520.0            | 1526.5          | Underprovisioned  
34           | Bremen <-> Berlin                       | 432.9            | 460.0             | 0.0             | OK                
35           | Bremen <-> Hannover                     | 192.4            | 220.0             | 0.0             | OK                
36           | Bremen <-> Essen                        | 80.2             | 90.0              | 0.0             | OK                
37           | Bremen <-> Dortmund                     | 280.6            | 290.0             | 0.0             | OK                
38           | Bremen <-> Duesseldorf                  | 440.9            | 460.0             | 0.0             | OK                
39           | Bremen <-> Leipzig                      | 392.8            | 450.0             | 0.0             | OK                
40           | Bremen <-> Koeln                        | 192.4            | 220.0             | 0.0             | OK                
41           | Bremen <-> Frankfurt                    | 1411.0           | 1430.0            | 0.0             | OK                
42           | Bremen <-> Nuernberg                    | 729.5            | 640.0             | 89.5            | Underprovisioned  
43           | Bremen <-> Mannheim                     | 160.3            | 110.0             | 50.3            | Underprovisioned  
44           | Bremen <-> Karlsruhe                    | 80.2             | 80.0              | 0.2             | Underprovisioned  
45           | Bremen <-> Stuttgart                    | 625.3            | 440.0             | 185.3           | Underprovisioned  
46           | Bremen <-> Ulm                          | 80.2             | 40.0              | 40.2            | Underprovisioned  
47           | Bremen <-> Muenchen                     | 761.6            | 520.0             | 241.6           | Underprovisioned  
51           | Berlin <-> Hannover                     | 577.2            | 600.0             | 0.0             | OK                
52           | Berlin <-> Essen                        | 240.5            | 250.0             | 0.0             | OK                
53           | Berlin <-> Dortmund                     | 841.8            | 890.0             | 0.0             | OK                
54           | Berlin <-> Duesseldorf                  | 1322.8           | 1330.0            | 0.0             | OK                
55           | Berlin <-> Leipzig                      | 1010.1           | 1040.0            | 0.0             | OK                
56           | Berlin <-> Koeln                        | 577.2            | 600.0             | 0.0             | OK                
57           | Berlin <-> Frankfurt                    | 4233.0           | 4280.0            | 0.0             | OK                
58           | Berlin <-> Nuernberg                    | 2188.6           | 1400.0            | 788.6           | Underprovisioned  
59           | Berlin <-> Mannheim                     | 481.0            | 330.0             | 151.0           | Underprovisioned  
60           | Berlin <-> Karlsruhe                    | 240.5            | 170.0             | 70.5            | Underprovisioned  
61           | Berlin <-> Stuttgart                    | 1876.0           | 1230.0            | 646.0           | Underprovisioned  
62           | Berlin <-> Ulm                          | 240.5            | 170.0             | 70.5            | Underprovisioned  
63           | Berlin <-> Muenchen                     | 2284.8           | 1460.0            | 824.8           | Underprovisioned  
68           | Hannover <-> Essen                      | 128.3            | 130.0             | 0.0             | OK                
69           | Hannover <-> Dortmund                   | 360.8            | 370.0             | 0.0             | OK                
70           | Hannover <-> Duesseldorf                | 705.5            | 730.0             | 0.0             | OK                
71           | Hannover <-> Leipzig                    | 505.1            | 530.0             | 0.0             | OK                
72           | Hannover <-> Koeln                      | 288.6            | 290.0             | 0.0             | OK                
73           | Hannover <-> Frankfurt                  | 1763.7           | 1430.0            | 333.7           | Underprovisioned  
74           | Hannover <-> Nuernberg                  | 1042.2           | 870.0             | 172.2           | Underprovisioned  
75           | Hannover <-> Mannheim                   | 256.5            | 170.0             | 86.5            | Underprovisioned  
76           | Hannover <-> Karlsruhe                  | 128.3            | 90.0              | 38.3            | Underprovisioned  
77           | Hannover <-> Stuttgart                  | 938.0            | 490.0             | 448.0           | Underprovisioned  
78           | Hannover <-> Ulm                        | 128.3            | 90.0              | 38.3            | Underprovisioned  
79           | Hannover <-> Muenchen                   | 1218.6           | 820.0             | 398.6           | Underprovisioned  
85           | Essen <-> Dortmund                      | 133.6            | 140.0             | 0.0             | OK                
86           | Essen <-> Duesseldorf                   | 705.5            | 730.0             | 0.0             | OK                
87           | Essen <-> Leipzig                       | 224.5            | 280.0             | 0.0             | OK                
88           | Essen <-> Koeln                         | 106.9            | 130.0             | 0.0             | OK                
89           | Essen <-> Frankfurt                     | 823.1            | 520.0             | 303.1           | Underprovisioned  
90           | Essen <-> Nuernberg                     | 416.9            | 220.0             | 196.9           | Underprovisioned  
91           | Essen <-> Mannheim                      | 85.5             | 50.0              | 35.5            | Underprovisioned  
92           | Essen <-> Karlsruhe                     | 42.8             | 30.0              | 12.8            | Underprovisioned  
93           | Essen <-> Stuttgart                     | 347.4            | 230.0             | 117.4           | Underprovisioned  
94           | Essen <-> Ulm                           | 42.8             | 30.0              | 12.8            | Underprovisioned  
95           | Essen <-> Muenchen                      | 406.2            | 250.0             | 156.2           | Underprovisioned  
102          | Dortmund <-> Duesseldorf                | 881.9            | 920.0             | 0.0             | OK                
103          | Dortmund <-> Leipzig                    | 748.3            | 760.0             | 0.0             | OK                
104          | Dortmund <-> Koeln                      | 320.7            | 360.0             | 0.0             | OK                
105          | Dortmund <-> Frankfurt                  | 2645.6           | 1700.0            | 945.6           | Underprovisioned  
106          | Dortmund <-> Nuernberg                  | 1389.6           | 720.0             | 669.6           | Underprovisioned  
107          | Dortmund <-> Mannheim                   | 320.7            | 180.0             | 140.7           | Underprovisioned  
108          | Dortmund <-> Karlsruhe                  | 160.3            | 100.0             | 60.3            | Underprovisioned  
109          | Dortmund <-> Stuttgart                  | 1215.9           | 620.0             | 595.9           | Underprovisioned  
110          | Dortmund <-> Ulm                        | 160.3            | 100.0             | 60.3            | Underprovisioned  
111          | Dortmund <-> Muenchen                   | 1523.2           | 780.0             | 743.2           | Underprovisioned  
119          | Duesseldorf <-> Leipzig                 | 1234.6           | 1260.0            | 0.0             | OK                
120          | Duesseldorf <-> Koeln                   | 470.3            | 500.0             | 0.0             | OK                
121          | Duesseldorf <-> Frankfurt               | 4526.9           | 2350.0            | 2176.9          | Underprovisioned  
122          | Duesseldorf <-> Nuernberg               | 2292.9           | 1160.0            | 1132.9          | Underprovisioned  
123          | Duesseldorf <-> Mannheim                | 470.3            | 290.0             | 180.3           | Underprovisioned  
124          | Duesseldorf <-> Karlsruhe               | 235.2            | 130.0             | 105.2           | Underprovisioned  
125          | Duesseldorf <-> Stuttgart               | 1910.7           | 940.0             | 970.7           | Underprovisioned  
126          | Duesseldorf <-> Ulm                     | 235.2            | 130.0             | 105.2           | Underprovisioned  
127          | Duesseldorf <-> Muenchen                | 2234.1           | 1130.0            | 1104.1          | Underprovisioned  
136          | Leipzig <-> Koeln                       | 523.8            | 560.0             | 0.0             | OK                
137          | Leipzig <-> Frankfurt                   | 3292.3           | 3330.0            | 0.0             | OK                
138          | Leipzig <-> Nuernberg                   | 1702.3           | 1780.0            | 0.0             | OK                
139          | Leipzig <-> Mannheim                    | 449.0            | 320.0             | 129.0           | Underprovisioned  
140          | Leipzig <-> Karlsruhe                   | 224.5            | 180.0             | 44.5            | Underprovisioned  
141          | Leipzig <-> Stuttgart                   | 1702.3           | 1120.0            | 582.3           | Underprovisioned  
142          | Leipzig <-> Ulm                         | 224.5            | 180.0             | 44.5            | Underprovisioned  
143          | Leipzig <-> Muenchen                    | 2132.5           | 1360.0            | 772.5           | Underprovisioned  
153          | Koeln <-> Frankfurt                     | 1646.2           | 1460.0            | 186.2           | Underprovisioned  
154          | Koeln <-> Nuernberg                     | 972.7            | 490.0             | 482.7           | Underprovisioned  
155          | Koeln <-> Mannheim                      | 213.8            | 140.0             | 73.8            | Underprovisioned  
156          | Koeln <-> Karlsruhe                     | 106.9            | 80.0              | 26.9            | Underprovisioned  
157          | Koeln <-> Stuttgart                     | 833.8            | 450.0             | 383.8           | Underprovisioned  
158          | Koeln <-> Ulm                           | 106.9            | 80.0              | 26.9            | Underprovisioned  
159          | Koeln <-> Muenchen                      | 1015.5           | 500.0             | 515.5           | Underprovisioned  
170          | Frankfurt <-> Nuernberg                 | 6114.3           | 4120.0            | 1994.3          | Underprovisioned  
171          | Frankfurt <-> Mannheim                  | 1411.0           | 920.0             | 491.0           | Underprovisioned  
172          | Frankfurt <-> Karlsruhe                 | 823.1            | 760.0             | 63.1            | Underprovisioned  
173          | Frankfurt <-> Stuttgart                 | 6114.3           | 4120.0            | 1994.3          | Underprovisioned  
174          | Frankfurt <-> Ulm                       | 823.1            | 860.0             | 0.0             | OK                
175          | Frankfurt <-> Muenchen                  | 7819.2           | 3910.0            | 3909.2          | Underprovisioned  
187          | Nuernberg <-> Mannheim                  | 833.8            | 890.0             | 0.0             | OK                
188          | Nuernberg <-> Karlsruhe                 | 416.9            | 460.0             | 0.0             | OK                
189          | Nuernberg <-> Stuttgart                 | 2709.7           | 2710.0            | 0.0             | OK                
190          | Nuernberg <-> Ulm                       | 416.9            | 460.0             | 0.0             | OK                
191          | Nuernberg <-> Muenchen                  | 3300.3           | 3330.0            | 0.0             | OK                
204          | Mannheim <-> Karlsruhe                  | 256.5            | 310.0             | 0.0             | OK                
205          | Mannheim <-> Stuttgart                  | 694.8            | 700.0             | 0.0             | OK                
206          | Mannheim <-> Ulm                        | 85.5             | 110.0             | 0.0             | OK                
207          | Mannheim <-> Muenchen                   | 812.4            | 860.0             | 0.0             | OK                
221          | Karlsruhe <-> Stuttgart                 | 277.9            | 280.0             | 0.0             | OK                
222          | Karlsruhe <-> Ulm                       | 42.8             | 50.0              | 0.0             | OK                
223          | Karlsruhe <-> Muenchen                  | 406.2            | 460.0             | 0.0             | OK                
238          | Stuttgart <-> Ulm                       | 277.9            | 280.0             | 0.0             | OK                
239          | Stuttgart <-> Muenchen                  | 3300.3           | 3330.0            | 0.0             | OK                
255          | Ulm <-> Muenchen                        | 1218.6           | 1220.0            | 0.0             | OK                
============================================================================================================================================
PERIOD SUMMARY:
Total Connections: 6124
Aggregate Required Capacity: 269.63 Tbps
Aggregate Allocated Capacity: 206.78 Tbps
Underprovisioned Demands: 132/272 (48.5%)
Underprovisioning Ratio: 0.244 (24.4% of capacity deficit)
Overprovisioning Ratio: 0.011 (1.1% excess capacity)
Resource Utilization: 60.8%
============================================================================================================================================


Period 1:
============================================================================================================================================
Demand ID    | Src -> Dst                              | Required (Gbps)  | Allocated (Gbps)  | Deficit (Gbps)  | Status            
-------------+-----------------------------------------+------------------+-------------------+-----------------+-------------------
0            | Norden <-> Hamburg                      | 0.0              | 0.0               | 0.0             | OK                
1            | Norden <-> Bremen                       | 0.0              | 0.0               | 0.0             | OK                
2            | Norden <-> Berlin                       | 0.0              | 0.0               | 0.0             | OK                
3            | Norden <-> Hannover                     | 0.0              | 0.0               | 0.0             | OK                
4            | Norden <-> Essen                        | 0.0              | 0.0               | 0.0             | OK                
5            | Norden <-> Dortmund                     | 0.0              | 0.0               | 0.0             | OK                
6            | Norden <-> Duesseldorf                  | 0.0              | 0.0               | 0.0             | OK                
7            | Norden <-> Leipzig                      | 0.0              | 0.0               | 0.0             | OK                
8            | Norden <-> Koeln                        | 0.0              | 0.0               | 0.0             | OK                
9            | Norden <-> Frankfurt                    | 0.0              | 0.0               | 0.0             | OK                
10           | Norden <-> Nuernberg                    | 0.0              | 0.0               | 0.0             | OK                
11           | Norden <-> Mannheim                     | 0.0              | 0.0               | 0.0             | OK                
12           | Norden <-> Karlsruhe                    | 0.0              | 0.0               | 0.0             | OK                
13           | Norden <-> Stuttgart                    | 0.0              | 0.0               | 0.0             | OK                
14           | Norden <-> Ulm                          | 0.0              | 0.0               | 0.0             | OK                
15           | Norden <-> Muenchen                     | 0.0              | 0.0               | 0.0             | OK                
17           | Hamburg <-> Bremen                      | 0.0              | 0.0               | 0.0             | OK                
18           | Hamburg <-> Berlin                      | 0.0              | 0.0               | 0.0             | OK                
19           | Hamburg <-> Hannover                    | 72.0             | 0.0               | 72.0            | Underprovisioned  
20           | Hamburg <-> Essen                       | 0.0              | 0.0               | 0.0             | OK                
21           | Hamburg <-> Dortmund                    | 0.0              | 0.0               | 0.0             | OK                
22           | Hamburg <-> Duesseldorf                 | 0.0              | 0.0               | 0.0             | OK                
23           | Hamburg <-> Leipzig                     | 147.0            | 0.0               | 147.0           | Underprovisioned  
24           | Hamburg <-> Koeln                       | 72.0             | 0.0               | 72.0            | Underprovisioned  
25           | Hamburg <-> Frankfurt                   | 0.0              | 0.0               | 0.0             | OK                
26           | Hamburg <-> Nuernberg                   | 273.0            | 0.0               | 273.0           | Underprovisioned  
27           | Hamburg <-> Mannheim                    | 60.0             | 0.0               | 60.0            | Underprovisioned  
28           | Hamburg <-> Karlsruhe                   | 30.0             | 0.0               | 30.0            | Underprovisioned  
29           | Hamburg <-> Stuttgart                   | 234.0            | 0.0               | 234.0           | Underprovisioned  
30           | Hamburg <-> Ulm                         | 30.0             | 0.0               | 30.0            | Underprovisioned  
31           | Hamburg <-> Muenchen                    | 285.0            | 0.0               | 285.0           | Underprovisioned  
34           | Bremen <-> Berlin                       | 0.0              | 0.0               | 0.0             | OK                
35           | Bremen <-> Hannover                     | 18.0             | 0.0               | 18.0            | Underprovisioned  
36           | Bremen <-> Essen                        | 7.5              | 0.0               | 7.5             | Underprovisioned  
37           | Bremen <-> Dortmund                     | 26.2             | 0.0               | 26.2            | Underprovisioned  
38           | Bremen <-> Duesseldorf                  | 41.2             | 0.0               | 41.2            | Underprovisioned  
39           | Bremen <-> Leipzig                      | 36.8             | 0.0               | 36.8            | Underprovisioned  
40           | Bremen <-> Koeln                        | 18.0             | 0.0               | 18.0            | Underprovisioned  
41           | Bremen <-> Frankfurt                    | 132.0            | 0.0               | 132.0           | Underprovisioned  
42           | Bremen <-> Nuernberg                    | 68.2             | 0.0               | 68.2            | Underprovisioned  
43           | Bremen <-> Mannheim                     | 15.0             | 0.0               | 15.0            | Underprovisioned  
44           | Bremen <-> Karlsruhe                    | 7.5              | 0.0               | 7.5             | Underprovisioned  
45           | Bremen <-> Stuttgart                    | 58.5             | 0.0               | 58.5            | Underprovisioned  
46           | Bremen <-> Ulm                          | 7.5              | 0.0               | 7.5             | Underprovisioned  
47           | Bremen <-> Muenchen                     | 71.2             | 0.0               | 71.2            | Underprovisioned  
51           | Berlin <-> Hannover                     | 54.0             | 0.0               | 54.0            | Underprovisioned  
52           | Berlin <-> Essen                        | 22.5             | 0.0               | 22.5            | Underprovisioned  
53           | Berlin <-> Dortmund                     | 78.8             | 0.0               | 78.8            | Underprovisioned  
54           | Berlin <-> Duesseldorf                  | 123.8            | 0.0               | 123.8           | Underprovisioned  
55           | Berlin <-> Leipzig                      | 94.5             | 0.0               | 94.5            | Underprovisioned  
56           | Berlin <-> Koeln                        | 54.0             | 0.0               | 54.0            | Underprovisioned  
57           | Berlin <-> Frankfurt                    | 396.0            | 0.0               | 396.0           | Underprovisioned  
58           | Berlin <-> Nuernberg                    | 204.8            | 0.0               | 204.8           | Underprovisioned  
59           | Berlin <-> Mannheim                     | 45.0             | 0.0               | 45.0            | Underprovisioned  
60           | Berlin <-> Karlsruhe                    | 22.5             | 0.0               | 22.5            | Underprovisioned  
61           | Berlin <-> Stuttgart                    | 175.5            | 0.0               | 175.5           | Underprovisioned  
62           | Berlin <-> Ulm                          | 22.5             | 0.0               | 22.5            | Underprovisioned  
63           | Berlin <-> Muenchen                     | 213.8            | 0.0               | 213.8           | Underprovisioned  
68           | Hannover <-> Essen                      | 0.0              | 0.0               | 0.0             | OK                
69           | Hannover <-> Dortmund                   | 0.0              | 0.0               | 0.0             | OK                
70           | Hannover <-> Duesseldorf                | 0.0              | 0.0               | 0.0             | OK                
71           | Hannover <-> Leipzig                    | 47.2             | 0.0               | 47.2            | Underprovisioned  
72           | Hannover <-> Koeln                      | 27.0             | 0.0               | 27.0            | Underprovisioned  
73           | Hannover <-> Frankfurt                  | 0.0              | 0.0               | 0.0             | OK                
74           | Hannover <-> Nuernberg                  | 97.5             | 0.0               | 97.5            | Underprovisioned  
75           | Hannover <-> Mannheim                   | 24.0             | 0.0               | 24.0            | Underprovisioned  
76           | Hannover <-> Karlsruhe                  | 12.0             | 0.0               | 12.0            | Underprovisioned  
77           | Hannover <-> Stuttgart                  | 87.8             | 0.0               | 87.8            | Underprovisioned  
78           | Hannover <-> Ulm                        | 12.0             | 0.0               | 12.0            | Underprovisioned  
79           | Hannover <-> Muenchen                   | 114.0            | 0.0               | 114.0           | Underprovisioned  
85           | Essen <-> Dortmund                      | 0.0              | 0.0               | 0.0             | OK                
86           | Essen <-> Duesseldorf                   | 0.0              | 0.0               | 0.0             | OK                
87           | Essen <-> Leipzig                       | 21.0             | 0.0               | 21.0            | Underprovisioned  
88           | Essen <-> Koeln                         | 10.0             | 0.0               | 10.0            | Underprovisioned  
89           | Essen <-> Frankfurt                     | 77.0             | 0.0               | 77.0            | Underprovisioned  
90           | Essen <-> Nuernberg                     | 39.0             | 0.0               | 39.0            | Underprovisioned  
91           | Essen <-> Mannheim                      | 8.0              | 0.0               | 8.0             | Underprovisioned  
92           | Essen <-> Karlsruhe                     | 4.0              | 0.0               | 4.0             | Underprovisioned  
93           | Essen <-> Stuttgart                     | 32.5             | 0.0               | 32.5            | Underprovisioned  
94           | Essen <-> Ulm                           | 4.0              | 0.0               | 4.0             | Underprovisioned  
95           | Essen <-> Muenchen                      | 38.0             | 0.0               | 38.0            | Underprovisioned  
102          | Dortmund <-> Duesseldorf                | 82.5             | 0.0               | 82.5            | Underprovisioned  
103          | Dortmund <-> Leipzig                    | 70.0             | 0.0               | 70.0            | Underprovisioned  
104          | Dortmund <-> Koeln                      | 30.0             | 0.0               | 30.0            | Underprovisioned  
105          | Dortmund <-> Frankfurt                  | 247.5            | 0.0               | 247.5           | Underprovisioned  
106          | Dortmund <-> Nuernberg                  | 130.0            | 0.0               | 130.0           | Underprovisioned  
107          | Dortmund <-> Mannheim                   | 30.0             | 0.0               | 30.0            | Underprovisioned  
108          | Dortmund <-> Karlsruhe                  | 15.0             | 0.0               | 15.0            | Underprovisioned  
109          | Dortmund <-> Stuttgart                  | 113.8            | 0.0               | 113.8           | Underprovisioned  
110          | Dortmund <-> Ulm                        | 15.0             | 0.0               | 15.0            | Underprovisioned  
111          | Dortmund <-> Muenchen                   | 142.5            | 0.0               | 142.5           | Underprovisioned  
119          | Duesseldorf <-> Leipzig                 | 115.5            | 0.0               | 115.5           | Underprovisioned  
120          | Duesseldorf <-> Koeln                   | 44.0             | 0.0               | 44.0            | Underprovisioned  
121          | Duesseldorf <-> Frankfurt               | 423.5            | 0.0               | 423.5           | Underprovisioned  
122          | Duesseldorf <-> Nuernberg               | 214.5            | 0.0               | 214.5           | Underprovisioned  
123          | Duesseldorf <-> Mannheim                | 44.0             | 0.0               | 44.0            | Underprovisioned  
124          | Duesseldorf <-> Karlsruhe               | 22.0             | 0.0               | 22.0            | Underprovisioned  
125          | Duesseldorf <-> Stuttgart               | 178.8            | 0.0               | 178.8           | Underprovisioned  
126          | Duesseldorf <-> Ulm                     | 22.0             | 0.0               | 22.0            | Underprovisioned  
127          | Duesseldorf <-> Muenchen                | 209.0            | 0.0               | 209.0           | Underprovisioned  
136          | Leipzig <-> Koeln                       | 0.0              | 0.0               | 0.0             | OK                
137          | Leipzig <-> Frankfurt                   | 0.0              | 0.0               | 0.0             | OK                
138          | Leipzig <-> Nuernberg                   | 159.2            | 0.0               | 159.2           | Underprovisioned  
139          | Leipzig <-> Mannheim                    | 42.0             | 0.0               | 42.0            | Underprovisioned  
140          | Leipzig <-> Karlsruhe                   | 0.0              | 0.0               | 0.0             | OK                
141          | Leipzig <-> Stuttgart                   | 159.2            | 0.0               | 159.2           | Underprovisioned  
142          | Leipzig <-> Ulm                         | 21.0             | 0.0               | 21.0            | Underprovisioned  
143          | Leipzig <-> Muenchen                    | 199.5            | 0.0               | 199.5           | Underprovisioned  
153          | Koeln <-> Frankfurt                     | 0.0              | 0.0               | 0.0             | OK                
154          | Koeln <-> Nuernberg                     | 91.0             | 0.0               | 91.0            | Underprovisioned  
155          | Koeln <-> Mannheim                      | 20.0             | 0.0               | 20.0            | Underprovisioned  
156          | Koeln <-> Karlsruhe                     | 0.0              | 0.0               | 0.0             | OK                
157          | Koeln <-> Stuttgart                     | 78.0             | 0.0               | 78.0            | Underprovisioned  
158          | Koeln <-> Ulm                           | 10.0             | 0.0               | 10.0            | Underprovisioned  
159          | Koeln <-> Muenchen                      | 95.0             | 0.0               | 95.0            | Underprovisioned  
170          | Frankfurt <-> Nuernberg                 | 572.0            | 0.0               | 572.0           | Underprovisioned  
171          | Frankfurt <-> Mannheim                  | 132.0            | 0.0               | 132.0           | Underprovisioned  
172          | Frankfurt <-> Karlsruhe                 | 77.0             | 0.0               | 77.0            | Underprovisioned  
173          | Frankfurt <-> Stuttgart                 | 572.0            | 0.0               | 572.0           | Underprovisioned  
174          | Frankfurt <-> Ulm                       | 77.0             | 0.0               | 77.0            | Underprovisioned  
175          | Frankfurt <-> Muenchen                  | 731.5            | 0.0               | 731.5           | Underprovisioned  
187          | Nuernberg <-> Mannheim                  | 0.0              | 0.0               | 0.0             | OK                
188          | Nuernberg <-> Karlsruhe                 | 0.0              | 0.0               | 0.0             | OK                
189          | Nuernberg <-> Stuttgart                 | 253.5            | 0.0               | 253.5           | Underprovisioned  
190          | Nuernberg <-> Ulm                       | 39.0             | 0.0               | 39.0            | Underprovisioned  
191          | Nuernberg <-> Muenchen                  | 0.0              | 0.0               | 0.0             | OK                
204          | Mannheim <-> Karlsruhe                  | 0.0              | 0.0               | 0.0             | OK                
205          | Mannheim <-> Stuttgart                  | 65.0             | 0.0               | 65.0            | Underprovisioned  
206          | Mannheim <-> Ulm                        | 8.0              | 0.0               | 8.0             | Underprovisioned  
207          | Mannheim <-> Muenchen                   | 76.0             | 0.0               | 76.0            | Underprovisioned  
221          | Karlsruhe <-> Stuttgart                 | 26.0             | 0.0               | 26.0            | Underprovisioned  
222          | Karlsruhe <-> Ulm                       | 4.0              | 0.0               | 4.0             | Underprovisioned  
223          | Karlsruhe <-> Muenchen                  | 38.0             | 0.0               | 38.0            | Underprovisioned  
238          | Stuttgart <-> Ulm                       | 26.0             | 0.0               | 26.0            | Underprovisioned  
239          | Stuttgart <-> Muenchen                  | 0.0              | 0.0               | 0.0             | OK                
255          | Ulm <-> Muenchen                        | 0.0              | 0.0               | 0.0             | OK                
============================================================================================================================================
PERIOD SUMMARY:
Total Connections: 0
Aggregate Required Capacity: 12.61 Tbps
Aggregate Allocated Capacity: 0.00 Tbps
Underprovisioned Demands: 123/272 (45.2%)
Underprovisioning Ratio: 1.000 (100.0% of capacity deficit)
Overprovisioning Ratio: 0.000 (0.0% excess capacity)
Resource Utilization: 0.0%
============================================================================================================================================


Period 2:
============================================================================================================================================
Demand ID    | Src -> Dst                              | Required (Gbps)  | Allocated (Gbps)  | Deficit (Gbps)  | Status            
-------------+-----------------------------------------+------------------+-------------------+-----------------+-------------------
0            | Norden <-> Hamburg                      | 0.0              | 0.0               | 0.0             | OK                
1            | Norden <-> Bremen                       | 0.0              | 0.0               | 0.0             | OK                
2            | Norden <-> Berlin                       | 0.0              | 0.0               | 0.0             | OK                
3            | Norden <-> Hannover                     | 0.0              | 0.0               | 0.0             | OK                
4            | Norden <-> Essen                        | 0.0              | 0.0               | 0.0             | OK                
5            | Norden <-> Dortmund                     | 0.0              | 0.0               | 0.0             | OK                
6            | Norden <-> Duesseldorf                  | 0.0              | 0.0               | 0.0             | OK                
7            | Norden <-> Leipzig                      | 0.0              | 0.0               | 0.0             | OK                
8            | Norden <-> Koeln                        | 0.0              | 0.0               | 0.0             | OK                
9            | Norden <-> Frankfurt                    | 0.0              | 0.0               | 0.0             | OK                
10           | Norden <-> Nuernberg                    | 0.0              | 0.0               | 0.0             | OK                
11           | Norden <-> Mannheim                     | 0.0              | 0.0               | 0.0             | OK                
12           | Norden <-> Karlsruhe                    | 0.0              | 0.0               | 0.0             | OK                
13           | Norden <-> Stuttgart                    | 0.0              | 0.0               | 0.0             | OK                
14           | Norden <-> Ulm                          | 0.0              | 0.0               | 0.0             | OK                
15           | Norden <-> Muenchen                     | 0.0              | 0.0               | 0.0             | OK                
17           | Hamburg <-> Bremen                      | 0.0              | 0.0               | 0.0             | OK                
18           | Hamburg <-> Berlin                      | 0.0              | 0.0               | 0.0             | OK                
19           | Hamburg <-> Hannover                    | 72.0             | 0.0               | 72.0            | Underprovisioned  
20           | Hamburg <-> Essen                       | 0.0              | 0.0               | 0.0             | OK                
21           | Hamburg <-> Dortmund                    | 0.0              | 0.0               | 0.0             | OK                
22           | Hamburg <-> Duesseldorf                 | 0.0              | 0.0               | 0.0             | OK                
23           | Hamburg <-> Leipzig                     | 147.0            | 0.0               | 147.0           | Underprovisioned  
24           | Hamburg <-> Koeln                       | 72.0             | 0.0               | 72.0            | Underprovisioned  
25           | Hamburg <-> Frankfurt                   | 0.0              | 0.0               | 0.0             | OK                
26           | Hamburg <-> Nuernberg                   | 273.0            | 0.0               | 273.0           | Underprovisioned  
27           | Hamburg <-> Mannheim                    | 60.0             | 0.0               | 60.0            | Underprovisioned  
28           | Hamburg <-> Karlsruhe                   | 30.0             | 0.0               | 30.0            | Underprovisioned  
29           | Hamburg <-> Stuttgart                   | 234.0            | 0.0               | 234.0           | Underprovisioned  
30           | Hamburg <-> Ulm                         | 30.0             | 0.0               | 30.0            | Underprovisioned  
31           | Hamburg <-> Muenchen                    | 285.0            | 0.0               | 285.0           | Underprovisioned  
34           | Bremen <-> Berlin                       | 0.0              | 0.0               | 0.0             | OK                
35           | Bremen <-> Hannover                     | 18.0             | 0.0               | 18.0            | Underprovisioned  
36           | Bremen <-> Essen                        | 7.5              | 0.0               | 7.5             | Underprovisioned  
37           | Bremen <-> Dortmund                     | 26.2             | 0.0               | 26.2            | Underprovisioned  
38           | Bremen <-> Duesseldorf                  | 41.2             | 0.0               | 41.2            | Underprovisioned  
39           | Bremen <-> Leipzig                      | 36.8             | 0.0               | 36.8            | Underprovisioned  
40           | Bremen <-> Koeln                        | 18.0             | 0.0               | 18.0            | Underprovisioned  
41           | Bremen <-> Frankfurt                    | 132.0            | 0.0               | 132.0           | Underprovisioned  
42           | Bremen <-> Nuernberg                    | 68.2             | 0.0               | 68.2            | Underprovisioned  
43           | Bremen <-> Mannheim                     | 15.0             | 0.0               | 15.0            | Underprovisioned  
44           | Bremen <-> Karlsruhe                    | 7.5              | 0.0               | 7.5             | Underprovisioned  
45           | Bremen <-> Stuttgart                    | 58.5             | 0.0               | 58.5            | Underprovisioned  
46           | Bremen <-> Ulm                          | 7.5              | 0.0               | 7.5             | Underprovisioned  
47           | Bremen <-> Muenchen                     | 71.2             | 0.0               | 71.2            | Underprovisioned  
51           | Berlin <-> Hannover                     | 54.0             | 0.0               | 54.0            | Underprovisioned  
52           | Berlin <-> Essen                        | 22.5             | 0.0               | 22.5            | Underprovisioned  
53           | Berlin <-> Dortmund                     | 78.8             | 0.0               | 78.8            | Underprovisioned  
54           | Berlin <-> Duesseldorf                  | 123.8            | 0.0               | 123.8           | Underprovisioned  
55           | Berlin <-> Leipzig                      | 94.5             | 0.0               | 94.5            | Underprovisioned  
